,date,volatility,polarity
0,2022-01-31,24.83,0.3058821643138714
1,2022-02-01,21.959999,0.19670982685683788
2,2022-02-02,22.09,0.06811999945631121
3,2022-02-03,24.35,-0.18638184716662315
4,2022-02-04,23.219999,0.11379306117338991
5,2022-02-07,22.860001,0.14425872723350872
6,2022-02-08,21.440001,0.25471884291286895
7,2022-02-09,19.959999,0.10340134190474731
8,2022-02-10,23.91,0.15392018418061026
9,2022-02-11,27.360001,0.0313061862449515
10,2022-02-14,28.33,0.22893760008876632
11,2022-02-15,25.700001,0.2259134607672444
12,2022-02-16,24.290001,0.3711581748753867
13,2022-02-17,28.110001,0.1633637442825804
14,2022-02-18,27.75,0.2599128692552114
15,2022-02-22,28.809999,0.10740731208856853
16,2022-02-23,31.02,-0.006265673549331202
17,2022-02-24,30.32,0.13705079786656707
18,2022-02-25,27.59,0.2273134313632206
19,2022-02-28,30.15,0.07634377841193814
20,2022-03-01,33.32,0.10044374544862454
21,2022-03-02,30.74,0.09984281616616719
22,2022-03-03,30.48,0.04845180216949333
23,2022-03-04,31.98,0.15863558143738404
24,2022-03-07,36.450001,0.15999989643041793
25,2022-03-08,35.130001,0.20861951616174673
26,2022-03-09,32.450001,0.06533517299292475
27,2022-03-10,30.23,0.08439150262955879
28,2022-03-11,30.75,-0.019815889236093558
29,2022-03-14,31.77,0.07724087443411307
30,2022-03-15,29.83,0.2495148593172778
31,2022-03-16,26.67,0.3061566299294784
32,2022-03-17,25.67,0.22930390188043784
33,2022-03-18,23.870001,0.08779598533594157
34,2022-03-21,23.530001,0.08015873235182304
35,2022-03-22,22.940001,0.22354023697264555
36,2022-03-23,23.57,0.07704532865583853
37,2022-03-24,21.67,0.00842428970426667
38,2022-03-25,20.809999,0.06216822961902788
39,2022-03-28,19.629999,0.1471425776753911
40,2022-03-29,18.9,0.21344233628797668
41,2022-03-30,19.33,0.20685702496018343
42,2022-03-31,20.559999,0.08478837407434717
43,2022-04-01,19.629999,0.06801432165051179
44,2022-04-04,18.57,0.02604939959199475
45,2022-04-05,21.030001,-0.11762769895557523
46,2022-04-06,22.1,0.1391110235815561
47,2022-04-07,21.549999,0.06931266647145697
48,2022-04-08,21.16,0.07425745486793027
49,2022-04-11,24.370001,0.14742344294955606
50,2022-04-12,24.26,0.10021560097015009
51,2022-04-13,21.82,0.09263544499601349
52,2022-04-14,22.700001,0.20323728921651665
53,2022-04-18,22.17,0.21609965759964675
54,2022-04-19,21.370001,-0.03321194579206574
55,2022-04-20,20.32,0.13190036048246118
56,2022-04-21,22.68,0.15645643302134582
57,2022-04-22,28.209999,0.13377327360515565
58,2022-04-25,27.02,0.17411915847077733
59,2022-04-26,33.52,0.006172909844619134
60,2022-04-27,31.6,0.017307709439081425
61,2022-04-28,29.99,0.1843967761142691
62,2022-04-29,33.400002,0.23481636385802102
