,date,volatility,polarity
0,2022-02-01,21.959999,0.5269168025464634
1,2022-02-02,22.09,0.5833562125337062
2,2022-02-03,24.35,0.5554402420169043
3,2022-02-04,23.219999,0.3893215396898
4,2022-02-07,22.860001,0.4033562504324078
5,2022-02-08,21.440001,0.5689651292244626
6,2022-02-09,19.959999,0.7036900795752583
7,2022-02-10,23.91,0.48621291595880456
8,2022-02-11,27.360001,0.4152113799545176
9,2022-02-14,28.33,0.4108012170226468
10,2022-02-15,25.700001,0.43517290932521446
11,2022-02-16,24.290001,0.534051996022149
12,2022-02-17,28.110001,0.24802848931460045
13,2022-02-18,27.75,-0.07142843422264071
14,2022-02-22,28.809999,0.24988647433981936
15,2022-02-23,31.02,0.14965982584223864
16,2022-02-24,30.32,0.08208616932401842
17,2022-02-25,27.59,0.1736606184974528
18,2022-02-28,30.15,0.25357130169768644
19,2022-03-01,33.32,0.5875046639965004
20,2022-03-02,30.74,0.46030880000921665
21,2022-03-03,30.48,0.8296698379778817
22,2022-03-04,31.98,0.18990472122312432
23,2022-03-07,36.450001,-0.005101983582430033
24,2022-03-08,35.130001,0.3865833454271965
25,2022-03-09,32.450001,0.20850787407419968
26,2022-03-10,30.23,0.49566408239078164
27,2022-03-11,30.75,-0.0018633473683879102
28,2022-03-14,31.77,0.3006136755037179
29,2022-03-15,29.83,0.4507301006642442
30,2022-03-16,26.67,0.49119012804056555
31,2022-03-17,25.67,0.1845804373761166
32,2022-03-18,23.870001,0.22596502238251637
33,2022-03-21,23.530001,0.40857728705065066
34,2022-03-22,22.940001,0.5862842297950418
35,2022-03-23,23.57,0.43939371275408357
36,2022-03-24,21.67,0.2916397178773191
37,2022-03-25,20.809999,0.4302719428551933
38,2022-03-28,19.629999,-0.1915581646519086
39,2022-03-29,18.9,0.1982745986186837
40,2022-03-30,19.33,0.05510208608323121
41,2022-03-31,20.559999,0.14285718373254688
42,2022-04-01,19.629999,0.05069821195717489
43,2022-04-04,18.57,0.17153673020709126
44,2022-04-05,21.030001,0.1044216713978978
45,2022-04-06,22.1,0.2368419671053569
46,2022-04-07,21.549999,-0.13469373892142192
47,2022-04-08,21.16,0.25033051016977836
48,2022-04-11,24.370001,0.37226169257583946
49,2022-04-12,24.26,0.2784428232133711
50,2022-04-13,21.82,0.4704699221933678
51,2022-04-14,22.700001,0.1891210814857894
52,2022-04-18,22.17,0.2550385808657794
53,2022-04-19,21.370001,0.3207957232794277
54,2022-04-20,20.32,0.06861663195201949
55,2022-04-21,22.68,-0.045887328776672544
56,2022-04-22,28.209999,0.20296747270278467
57,2022-04-25,27.02,0.23717932291678676
58,2022-04-26,33.52,0.1690821712290843
59,2022-04-27,31.6,0.3683332920971976
