,date,volatility,polarity
0,2022-02-01,21.959999,
1,2022-02-02,22.09,0.09727733177539052
2,2022-02-03,24.35,0.17901307863565186
3,2022-02-04,23.219999,0.11256059403993572
4,2022-02-07,22.860001,0.20376509174368354
5,2022-02-08,21.440001,0.28113879047673823
6,2022-02-09,19.959999,0.20640628675555112
7,2022-02-10,23.91,0.11895126116959955
8,2022-02-11,27.360001,0.08280202665495934
9,2022-02-14,28.33,0.10697933667511723
10,2022-02-15,25.700001,0.06300800472029897
11,2022-02-16,24.290001,0.13929042224266802
12,2022-02-17,28.110001,0.19361659977888898
13,2022-02-18,27.75,0.06305322150826263
14,2022-02-22,28.809999,0.09646464317037526
15,2022-02-23,31.02,0.08932171875649393
16,2022-02-24,30.32,0.0813632063820647
17,2022-02-25,27.59,0.1404800697575093
18,2022-02-28,30.15,0.2624383717671601
19,2022-03-01,33.32,0.201951835006312
20,2022-03-02,30.74,0.17746501160931474
21,2022-03-03,30.48,0.1406123303413433
22,2022-03-04,31.98,0.22579967173374516
23,2022-03-07,36.450001,0.12202287899459907
24,2022-03-08,35.130001,0.28017767855386544
25,2022-03-09,32.450001,0.1221964161552486
26,2022-03-10,30.23,0.14691235212024123
27,2022-03-11,30.75,0.09083229248643147
28,2022-03-14,31.77,0.20726101084968465
29,2022-03-15,29.83,0.21496271112971493
30,2022-03-16,26.67,0.09372181256072284
31,2022-03-17,25.67,0.1849825101225659
32,2022-03-18,23.870001,0.31261377727715434
33,2022-03-21,23.530001,0.20345562010758644
34,2022-03-22,22.940001,0.2409655983449339
35,2022-03-23,23.57,0.18497695959710655
36,2022-03-24,21.67,0.13409432820910783
37,2022-03-25,20.809999,0.11302112219791434
38,2022-03-28,19.629999,0.1460687269010781
39,2022-03-29,18.9,0.12107307827191637
40,2022-03-30,19.33,0.17163122292489788
41,2022-03-31,20.559999,0.13143218189112424
42,2022-04-01,19.629999,0.12792984962066312
43,2022-04-04,18.57,0.2590433793164628
44,2022-04-05,21.030001,0.1809460675443816
45,2022-04-06,22.1,0.16437622538607272
46,2022-04-07,21.549999,0.22031676903638692
47,2022-04-08,21.16,0.18017391291056525
48,2022-04-11,24.370001,0.21695905283979552
49,2022-04-12,24.26,0.1486145389455919
50,2022-04-13,21.82,0.18054379107065788
51,2022-04-14,22.700001,0.21933362236016687
52,2022-04-18,22.17,0.20376664359005978
53,2022-04-19,21.370001,0.18336513798391088
54,2022-04-20,20.32,0.17470244437110996
55,2022-04-21,22.68,
56,2022-04-22,28.209999,
