Date,High,Low,Open,Close,Volume,Adj Close,Volatility
2022-02-01,2755.860107421875,2687.3701171875,2751.889892578125,2752.8798828125,3432200,2752.8798828125,
2022-02-02,3030.929931640625,2910.449951171875,3025.0,2960.0,6160000,2960.0,0.07254167450677937
2022-02-03,2993.5,2853.31005859375,2914.110107421875,2861.800048828125,3575900,2861.800048828125,-0.033738453783438926
2022-02-04,2897.5,2810.300048828125,2868.889892578125,2865.860107421875,2899900,2865.860107421875,0.0014177025741790917
2022-02-07,2885.0,2778.0,2885.0,2784.02001953125,2748700,2784.02001953125,-0.02897258375680932
2022-02-08,2800.0,2740.280029296875,2780.530029296875,2787.97998046875,2714200,2787.97998046875,0.0014213788959793266
2022-02-09,2850.489990234375,2803.739990234375,2819.27001953125,2831.840087890625,2007200,2831.840087890625,0.015609395831005712
2022-02-10,2829.68994140625,2759.139892578125,2794.070068359375,2772.39990234375,1966500,2772.39990234375,-0.02121337225963735
2022-02-11,2783.1298828125,2668.0,2772.0,2685.64990234375,1997900,2685.64990234375,-0.03179058787558542
2022-02-14,2726.0,2665.1298828125,2665.1298828125,2710.52001953125,1715100,2710.52001953125,0.009217757647506498
2022-02-15,2762.169921875,2716.429931640625,2751.409912109375,2732.169921875,1334000,2732.169921875,0.007955631044804732
2022-02-16,2761.719970703125,2698.47998046875,2732.929931640625,2754.760009765625,1251100,2754.760009765625,0.00823419136366252
2022-02-17,2742.27001953125,2649.570068359375,2724.860107421875,2650.780029296875,1947500,2650.780029296875,-0.03847638065410047
2022-02-18,2681.39990234375,2603.929931640625,2669.340087890625,2608.06005859375,2281000,2608.06005859375,-0.01624727496238485
2022-02-22,2643.610107421875,2564.469970703125,2596.760009765625,2596.27001953125,2249500,2596.27001953125,-0.004530865281433108
2022-02-23,2641.02001953125,2550.550048828125,2632.969970703125,2551.760009765625,1639300,2551.760009765625,-0.01729248611970929
2022-02-24,2660.0,2499.070068359375,2499.070068359375,2653.820068359375,2722800,2653.820068359375,0.0392168162136027
2022-02-25,2705.429931640625,2635.030029296875,2671.0400390625,2689.18994140625,1820300,2689.18994140625,0.01323987402557986
2022-02-28,2715.030029296875,2651.85009765625,2661.0,2701.139892578125,1943200,2701.139892578125,0.00443385511350563
2022-03-01,2725.110107421875,2664.3701171875,2697.570068359375,2681.22998046875,1324800,2681.22998046875,-0.0073982291782220735
2022-03-02,2705.25,2661.429931640625,2692.56005859375,2691.429931640625,1176000,2691.429931640625,0.0037969883049459164
2022-03-03,2728.7900390625,2660.510009765625,2720.199951171875,2677.989990234375,1230200,2677.989990234375,-0.00500611599398382
2022-03-04,2677.030029296875,2606.75,2658.550048828125,2638.1298828125,1521500,2638.1298828125,-0.014996221067798944
2022-03-07,2634.699951171875,2525.89990234375,2629.760009765625,2527.570068359375,2255600,2527.570068359375,-0.042811894492027595
2022-03-08,2625.0,2513.489990234375,2525.0,2542.090087890625,2021400,2542.090087890625,0.005728217981824035
2022-03-09,2674.7099609375,2598.010009765625,2625.0,2668.39990234375,1851300,2668.39990234375,0.048492393348483376
2022-03-10,2665.43994140625,2618.25,2625.320068359375,2648.590087890625,1355100,2648.590087890625,-0.007451549147939781
2022-03-11,2675.909912109375,2592.6298828125,2669.77001953125,2597.409912109375,1576300,2597.409912109375,-0.019512695255480522
2022-03-14,2608.179931640625,2505.5,2605.0,2519.02001953125,1940600,2519.02001953125,-0.030644816101436628
2022-03-15,2597.090087890625,2514.409912109375,2539.52001953125,2583.9599609375,1546000,2583.9599609375,0.025453146056019074
2022-03-16,2666.659912109375,2574.68994140625,2614.659912109375,2665.610107421875,1778800,2665.610107421875,0.03110987397604163
2022-03-17,2681.610107421875,2643.699951171875,2662.97998046875,2676.780029296875,1413200,2676.780029296875,0.004181625776318911
2022-03-18,2724.8798828125,2645.169921875,2668.489990234375,2722.510009765625,2228300,2722.510009765625,0.016939661940368417
2022-03-21,2741.0,2681.85009765625,2723.27001953125,2722.030029296875,1341600,2722.030029296875,-0.00017631626052881606
2022-03-22,2821.0,2722.030029296875,2722.030029296875,2797.360107421875,1774800,2797.360107421875,0.02729821743079599
2022-03-23,2791.77001953125,2756.699951171875,2774.050048828125,2765.510009765625,1257700,2765.510009765625,-0.011451083710153733
2022-03-24,2832.3798828125,2755.010009765625,2784.0,2831.43994140625,1319800,2831.43994140625,0.023560325511427806
2022-03-25,2840.699951171875,2794.75,2838.320068359375,2833.4599609375,1206300,2833.4599609375,0.0007131704537378205
2022-03-28,2840.050048828125,2796.22998046875,2818.010009765625,2829.110107421875,1752500,2829.110107421875,-0.0015363533938555756
2022-03-29,2875.8701171875,2840.77001953125,2852.949951171875,2850.110107421875,1715900,2850.110107421875,0.0073954151861605
2022-03-30,2854.409912109375,2832.0,2849.199951171875,2838.77001953125,994200,2838.77001953125,-0.003986761069929723
2022-03-31,2842.159912109375,2780.489990234375,2841.06005859375,2781.35009765625,1876200,2781.35009765625,-0.020434410194140596
2022-04-01,2809.419921875,2766.14990234375,2790.0,2803.010009765625,1296700,2803.010009765625,0.0077573868130794265
2022-04-04,2874.239990234375,2806.2099609375,2807.169921875,2859.429931640625,1297100,2859.429931640625,0.01992843709639123
2022-04-05,2859.81005859375,2807.64990234375,2857.3798828125,2811.820068359375,1070900,2811.820068359375,-0.01679029553155766
2022-04-06,2787.2099609375,2710.340087890625,2775.0,2730.9599609375,1623400,2730.9599609375,-0.02917880340008751
